qa_id,question,expected_answer,source_text,target_text,method,split,persona,reference_type,source_passage_pid,target_passage_pid,source_doc_id,target_doc_id,source_doc_title,source_passage_id,target_doc_title,target_passage_id
SCHEMA_000663,"What steps must an Authorised Person take before they can classify a Professional Client as a Market Counterparty, and when is this allowed?","Before an Authorised Person can classify a Professional Client as a Market Counterparty, they must first give the client a written notice about this classification. The notice should specify whether it applies to a specific Regulated Activity or all such activities. The client must also have the chance to ask not to be classified this way within a set time. This ensures the client is aware and can object if they choose. The classification is allowed if the client is already considered a Professional Client according to the rules, and all necessary conditions are met. This process ensures that the client is informed and agrees to the classification, while also allowing the Authorised Person to classify the client under the right circumstances [#TGT:8ae4e16d-21d1-4180-a88b-83808f0b29b3] as permitted [#SRC:fea099c3-b4b0-4ab5-8ad8-760375f23413].",An Authorised Person may classify a Person as a Market Counterparty if: (i) that Person qualifies as a deemed Professional Client in accordance with Rule 2.4.2; and (ii) the requirements in Rule 2.5(b) have been met.,"An Authorised Person must, before classifying a Professional Client as a Market Counterparty, ensure that such a Person has: (i) been given a prior written notification of the classification as a Market Counterparty in relation to a particular Regulated Activity or Transaction, or in respect of all Regulated Activities and Transactions; and (ii) not requested to be classified otherwise within the period specified in the notice.",SCHEMA,dev,Basic,Internal,fea099c3-b4b0-4ab5-8ad8-760375f23413,8ae4e16d-21d1-4180-a88b-83808f0b29b3,3,3,CoBs,2.5.(a),CoBs,2.5.(b)
SCHEMA_000348,"When can the Regulator tell an Authorised Person to change how they submit returns, and what must the Authorised Person do with the EPRS system?","An Authorised Person must, subject to Rule 2, follow the Regulator's instructions if they receive a written notice to change how they submit returns, such as the form, manner, or frequency. This means the Regulator can ask for submissions in a different way than usual. At the same time, the Authorised Person has to prepare and send their returns according to the Chapter's Rules, PRU guidelines, and the Electronic Prudential Reporting System (EPRS) requirements, including how often they need to submit. They must keep following the Regulator's written instructions until told otherwise. This ensures that the returns are done correctly and submitted using the EPRS as required [#SRC:ceb0fc5a-9013-4a01-bf0c-a672333fcb3b] and [#TGT:d384c02a-97aa-458d-9961-3b9b406ec6f9].","The Regulator may by way of a written notice direct an Authorised Person to submit its returns in a form, manner or frequency other than as prescribed in Rule 2.3.2. An Authorised Person must continue to submit its returns in accordance with this direction until the Regulator by way of written notice directs otherwise.","An Authorised Person must, subject to Rule 2.3.3: (a) prepare its returns in accordance with the Rules in this Chapter, the instructional guidelines in PRU and elsewhere, and the requirements of the Electronic Prudential Reporting System (EPRS) of the Regulator including the frequency of submission detailed therein; and (b) submit the returns to the Regulator using EPRS.",SCHEMA,test,Basic,Internal,ceb0fc5a-9013-4a01-bf0c-a672333fcb3b,d384c02a-97aa-458d-9961-3b9b406ec6f9,13,13,PRU,2.3.3,PRU,2.3.2
SCHEMA_000593,What should an Authorised Person do to properly handle a Client's Safe Custody Assets and keep the right records?,"An Authorised Person must not use a Client's Safe Custody Assets for its own benefit or for someone else unless they have the Client's written permission first. This rule is important to protect the Client's assets and maintain trust. Additionally, the Authorised Person must keep proper records, including the Client's written permission, in their Resolution Pack when they are doing Investment Business. This pack should also have records about Client classification, agreements, and lists of Client Accounts. Keeping these records helps ensure that everything is in order for any checks or reviews by regulators. By following these rules, the Authorised Person shows they are handling Client assets responsibly and meeting regulatory requirements [#TGT:788b8b33-8176-4f23-8f1a-e6eab9427098] and [#SRC:803ff2b9-9528-459a-b9d2-45066785e9f5].",The following records must be included in the Resolution Pack of an Authorised Person conducting Investment Business: (a) Rules 2.7.1 and 3.7.1(d) (records of Client classification and Client agreements); (b) Rules 14.6.2 and 15.4.3 (master lists of all Client Accounts in relation to Client Money and Client investments); (c) Rule 15.4.4 and Rule 15.4.5 (adequate records and Client's written permission re use of Client Investments); (d) Rules 14.7.1 and 14.7.4 (assessment of appropriateness of Third-Party Agent and acknowledgement by Third-Party agent in respect of Client Money); and (e) Rule 15.5.1 and 15.6.1 (assessment of appropriateness of Third Party Agent and acknowledgement by Third-Party Agent in respect of Client Investments); and (f) Rule 14.11.1 and 15.9.1 (most recent reconciliations of Client Money and Client Investments).,An Authorised Person must not use a Client's Safe Custody Assets for its own purpose or that of another Person without that Client's prior written permission.,SCHEMA,train,Basic,Internal,803ff2b9-9528-459a-b9d2-45066785e9f5,788b8b33-8176-4f23-8f1a-e6eab9427098,3,3,CoBs,16.4.1,CoBs,15.4.4
SCHEMA_000692,What records do Relevant Persons need to keep and give to the Regulator right away if asked?,"Relevant Persons must keep detailed records about their customers and business transactions. These include documents from due diligence checks on business partners, records of customer relationships like business correspondence, and transaction details that allow for reconstruction. They also need to keep internal reports on any suspicious activities, official Suspicious Activity/Transaction Reports, and any communications with the Financial Intelligence Unit. These records should be kept for at least six years after the business relationship ends or the transaction is completed. If the Regulator asks, Relevant Persons must provide these records immediately. This requirement helps ensure that the Regulator can quickly access important information to check compliance and investigate any issues [#SRC:c96c05de-76d2-4f05-b2ea-6f4fb9615094] [#TGT:2bb23374-a3ae-4dd1-af3e-7222ecda1e98].","A Relevant Person must immediately provide to the Regulator, upon request, or a law enforcement agency, pursuant to a valid and enforceable request or requirement, a copy of the record referred to in Rule 4.5.1.","A Relevant Person must, where relevant, maintain the following records: (a) a copy of all documents and information obtained in undertaking initial and ongoing CDD or due diligence on business partners; (b) records, consisting of the original documents or certified copies, in respect of the customer business relationship, including: (i) business correspondence and other information relating to a customer’s account; (ii) sufficient records of transactions to enable individual transactions to be reconstructed; and (iii) internal findings and analysis relating to a transaction or any business, if the transaction or business appears unusual or suspicious, whether or not it results in a Suspicious Activity/Transaction Report; (c) internal notifications of suspicious activity made to its MLRO under Rule ‎‎14.2.2; (d) Suspicious Activity/Transaction Reports and any relevant supporting documents and information, including internal findings and analysis; (e) any relevant communications with the FIU; (f) the documents in Rule ‎4.6.1; and (g) any other matter that the Relevant Person is expressly required to record under these Rules, for at least six years from the date on which the notification or report was made, the business relationship ends or the Transaction is completed, whichever occurs last.",SCHEMA,train,Basic,Internal,c96c05de-76d2-4f05-b2ea-6f4fb9615094,2bb23374-a3ae-4dd1-af3e-7222ecda1e98,1,1,AML,4.5.2,AML,4.5.1
SCHEMA_000291,"When applying to be a Remote Member, what must the Applicant include in their application to the Regulator, and how should they show they will keep meeting the requirements?","An Applicant to be a Remote Member must submit a written application to the Regulator on how it satisfies or intends to satisfy the Remote Member Requirements at the date of the application and on an ongoing basis. The application needs to include the business or trading name to be used in the ADGM, addresses of the registered and head offices in the home country, the Recognised Body they want to join, and contact details for the Non-ADGM Financial Services Regulator in their home country. This ensures the Applicant is clear about meeting the initial and ongoing requirements, as required [#TGT:26fb8042-c784-44c9-84f0-4b7821974a97] and permitted [#SRC:9820bf55-9b39-42c8-8471-04d83bc34f82].","The written application in Rule 8.1.1 is to include: (a) the business name or trading name the Remote Member intends to use in the ADGM; (b) the address of the Remote Members registered office and head office in its home jurisdiction; (c) the name of the Recognised Body upon which it is applying for membership; (d) the name of, and contact details relating to, the Non-ADGM Financial Services Regulator in its home jurisdiction; and (e) how the Applicant will satisfy the Remote Member Requirements set out in Rule 8.2.1.",An Applicant to be a Remote Member must submit a written application to the Regulator on how it satisfies or intends to satisfy the Remote Member Requirements at the date of the application and on an ongoing basis.,SCHEMA,dev,Basic,Internal,9820bf55-9b39-42c8-8471-04d83bc34f82,26fb8042-c784-44c9-84f0-4b7821974a97,10,10,MIR,8.1.2,MIR,8.1.1
SCHEMA_000496,"How often should an Authorised Person do stress tests for their securitisation activities and off balance sheet Exposures, and what should they consider?","An Authorised Person must conduct periodic stress tests for their securitisation activities and off balance sheet Exposures. The frequency and extent of these tests should be based on how significant their securitisation volumes and off balance sheet Exposures are. These tests are important to check if they can continue using securitisation for credit risk mitigation (CRM) or liquidity in the future. By doing these tests, the Authorised Person ensures they have the right systems and controls in place for using securitisations, meeting the necessary regulatory obligations [#SRC:053ecf47-4501-4027-a994-9ada059b5e73] and fulfilling compliance requirements [#TGT:d430637c-0076-42dd-b3ff-ff739c34e3aa].",The frequency and extent of stress testing to fulfil the requirements of Rule 4.14.5 should be determined on the basis of the materiality of the Authorised Person's securitisation volumes and its off balance sheet Exposures.,"Systems and controls for the use of securitisations. An Authorised Person must conduct periodic stress tests in relation to its securitisation activities and off balance sheet Exposures, including testing of future ability to transact securitisation as a means of CRM or for liquidity purposes.",SCHEMA,train,Basic,Internal,053ecf47-4501-4027-a994-9ada059b5e73,d430637c-0076-42dd-b3ff-ff739c34e3aa,13,13,PRU,4.14.5.Guidance.2.,PRU,4.14.5
SCHEMA_000889,When can't the Regulator and Investigator share what someone says in an interview with the police for a criminal case?,"The Regulator and Investigator must not share what a person says in an interview with the police for a criminal case unless certain conditions are met. These conditions are that the person must agree to the sharing, or the Regulator must be legally required to share the information by law or a court order. This rule is in place to protect the person's privacy and ensure that their statements are not used against them unfairly in criminal proceedings. Both the Regulator and the Investigator have to follow these rules to maintain confidentiality and comply with legal standards [#SRC:7585319d-2470-46fc-975e-d1a88a2805d6] and [#TGT:c7705df9-fea6-4645-8706-3fe2fddac9ff].","In addition to the overriding duty of confidentiality set out in section 198, section 207(2) of the FSMR prohibits the Regulator from disclosing a statement made by a person to an investigator at an interview conducted pursuant to section 206(1)(a) to any law enforcement agency for the purpose of criminal proceedings against that person unless: (a) the person consents to the disclosure; or (b) the Regulator is required by law or court order to disclose the statement.",The Investigator shall not disclose a statement made by a person in answer to any question asked pursuant to a requirement made of the person under section ‎206‎(1)‎(a) to any law enforcement agency for the purpose of criminal proceedings against the person unless— (a) the person consents to the disclosure; or (b) the Regulator is required by law or court order to disclose the statement.,SCHEMA,train,Basic,External,7585319d-2470-46fc-975e-d1a88a2805d6,c7705df9-fea6-4645-8706-3fe2fddac9ff,23,17,CONF,3.4.1,FSMR (Consolidated December 2023),Part 17.207.(2)
SCHEMA_000762,"When an Issuer wants to offer securities to the public in ADGM, what must they do about the Prospectus, and what is not allowed in it?","When an Issuer wants to offer securities to the public in ADGM, they must publish a Prospectus as part of the regulatory requirements. This Prospectus must not have any misleading or deceptive statements or leave out important information. To make sure the Prospectus is accurate, the Issuer needs to do all reasonable checks and believe that the information is correct and not misleading. This means they have to be careful and thorough in preparing the Prospectus to meet the rules and avoid any legal issues. By doing so, they help protect investors and keep the market fair and transparent [#SRC:d7598df9-aeea-4b2d-b1ef-e4e98bea49dd] and [#TGT:39f7e2de-b1d8-46de-8603-e33e4cf70eaf].","Regulatory treatment of tokens deemed to be Securities. The requirements for Offers of Securities fall under Sections 58 to 71 of FSMR and Chapter 4 of the Markets Rules (MKT). When an Issuer wishes to make an Offer of Securities to the Public in or from ADGM, these requirements include, for example, the obligation to publish a Prospectus under Section 61 of FSMR.","Misleading and deceptive statements or omissions. Defence of reasonable enquiries and reasonable belief A person does not commit a contravention of section ‎66‎(1), if that person proves that he— (a) made all enquiries that were reasonable in the circumstances; and (b) after making such enquiries, believed on reasonable grounds that the Prospectus was not misleading or deceptive.",SCHEMA,train,Basic,External,d7598df9-aeea-4b2d-b1ef-e4e98bea49dd,39f7e2de-b1d8-46de-8603-e33e4cf70eaf,29,17,Guidance - Digital Securities Offerings and Virtual  Assets under the Financial Services and Markets Regulations,3.5,FSMR (Consolidated December 2023),Part 6.Chapter 1.67.
SCHEMA_000385,"When can't the Regulator share CRD Information, given its definition as Confidential Information and the need for consent?","The Regulator must not share CRD Information unless certain conditions are met. This type of information is considered Confidential Information and comes from an EEA Competent Authority under the Capital Requirements Directive. The Regulator can only share it if the EEA Competent Authority that gave the information agrees in writing first. If the consent is for a specific reason, the Regulator must only share the information for that reason. This rule helps keep the information safe and private, as required by the European Union's Capital Requirements Directive. Also, if the information comes from another government or regulatory body, whether inside or outside the Abu Dhabi Global Market, the Regulator needs written permission from that body before sharing. These rules are important to protect sensitive information shared between different regulatory authorities [#SRC:dc3f77a8-19bb-49c7-a2f8-f257642a9321] and [#TGT:3c8ef7e5-1e03-4523-abe0-9bd8451cee4c].","The exceptions under section 199(1) of FSMR. The provisions in section 199(2) relate specifically to Confidential Information originating in another governmental or regulatory authority, or Confidential Information that is CRD Information, and provide for and are consistent with the exchange of information and professional secrecy requirements in the European Unions Capital Requirements Directive. For the purposes of section 199(2): (a) CRD Information is defined as Confidential Information received or obtained by the Regulator from the EEA Competent Authority by virtue of the Capital Requirements Directive; and (b) EEA Competent Authority means a public authority or body officially recognised by national law of a jurisdiction within the EEA and empowered by that national law to supervise institutions as part of the supervisory system.","Paragraphs (1)(b)(i), (ii), (iii), (iv), (vi) and 1(c) do not permit the Regulator to disclose Confidential Information unless the conditions in paragraphs (a) and (b) are met – (a) where the Confidential Information (in whole or in part) originates in another governmental or regulatory authority, whether in the Abu Dhabi Global Market or otherwise, the authority that has disclosed the Confidential Information to the Regulator has given its prior written consent to the disclosure; and (b) where the Confidential Information is CRD Information – (i) EEA Competent Authority that has disclosed the Confidential Information to the Regulator has given its prior written consent to the disclosure; and (ii) if such consent was given for a particular purpose, the disclosure by the Regulator is solely for that purpose.",SCHEMA,train,Basic,External,dc3f77a8-19bb-49c7-a2f8-f257642a9321,3c8ef7e5-1e03-4523-abe0-9bd8451cee4c,23,17,CONF,3.3.3,FSMR (Consolidated December 2023),Part 16.199.(2)
SCHEMA_000009,What are the exposure limits for an Authorised Person managing a PSIA to avoid large financial exposures?,"An Authorised Person managing a PSIA must follow strict exposure limits to avoid large financial exposures. They must not incur a Financial Group Large Exposure that goes beyond 25% of their Group's Tier 1, which helps in maintaining financial health [#SRC:daaa6de1-3ef9-4148-ae13-789a1bb8a600]. Additionally, if they manage an Unrestricted PSIA, they must ensure their exposure to any counterparty or related group does not exceed 25% of their Capital Resources if financed by Capital Resources or Unrestricted PSIAs. If the financing includes both their own Capital Resources and Unrestricted PSIAs, the limit is 40% [#TGT:7521ffc6-250a-43ac-b7fd-68049d51519f]. These rules are important to prevent excessive financial risk.","Subject to IFR Rule 5.4.15, an Authorised Person in Category 1, 2 or 5 must not incur any Financial Group Large Exposure, including the Financial Group's PSIAus, that exceeds 25% of its Group's Tier 1.","Exposure limits. An Authorised Person Managing a PSIA, which is an Unrestricted PSIA, must not have an Exposure to a Counterparty, Connected Counterparty, group of Closely Related Counterparties or to a group of Connected Counterparties that exceeds any one of the following percentages of its Capital Resources: (a) 25% if financed by its Capital Resources or Unrestricted PSIAs; or (b) 40% if financed by an aggregate of its own Capital Resources and Unrestricted PSIAs.",SCHEMA,train,Basic,External,daaa6de1-3ef9-4148-ae13-789a1bb8a600,7521ffc6-250a-43ac-b7fd-68049d51519f,13,9,PRU,8.4.1,IFR,5.4.15
SCHEMA_000438,"When can Multilateral Trading Facilities be the main place for trading Digital Securities, and how does the Regulator's power to classify investments help?","Multilateral Trading Facilities (MTFs) can be the main place for trading Digital Securities if those securities are offered and issued through an Exempt Offer and trading is only for non-retail clients. The Issuer must include all needed information in the Exempt Offer document so the Financial Services Regulatory Authority (FSRA) can classify the Digital Securities as Securities. At the same time, the Regulator has the power to decide, through a written notice, to either skip some requirements or classify any investment not originally seen as a Security to be a Security. This decision is made under conditions the Regulator thinks are right. This means the Regulator's ability to change how investments are classified helps MTFs operate as the main trading venue, ensuring the right rules are in place for trading Digital Securities [#SRC:1ad93605-b12d-4852-9c5f-18d8569c27a7] and [#TGT:95497208-1e94-4b51-8ff3-d9e77f64177c].","DIGITAL SECURITIES & TRADING VENUES Multilateral Trading Facilities (MTFs) MTFs may operate as a primary trading venue for Digital Securities offered and issued by way of an Exempt Offer, provided that membership and trading is limited to non-retail clients only. As set out in paragraphs 16 and 32 of this Guidance, an Issuer wishing to make an Exempt Offer in order to have its Digital Securities admitted to trading on an MTF will need to ensure that it includes all required information in its Exempt Offer document in order to allow FSRA to deem the Digital Securities as Securities pursuant to section 58(2)(b) of FSMR.","Without limiting the generality of its powers, the Regulator may, by written notice— (a) exclude the application of any requirements; or (b) deem any investment which is not a Security to be a Security for the purposes of these Regulations and the Rules made under these Regulations; subject to such terms and conditions as it may consider appropriate.",SCHEMA,train,Basic,External,1ad93605-b12d-4852-9c5f-18d8569c27a7,95497208-1e94-4b51-8ff3-d9e77f64177c,33,17,Guidance - Regulation of Digital Securities Activities in ADGM,46),FSMR (Consolidated December 2023),Part 6.Chapter 1.58.(2)
SCHEMA_000297,"How does the Regulator decide if a Spot Commodity can be an Accepted Spot Commodity, and what does a Spot Commodity mean?","The Regulator decides if a Spot Commodity can be an Accepted Spot Commodity by looking at several important factors. First, they check if the Authorised Person follows responsible and sustainable sourcing standards, which should match international certification standards for that commodity. They also look at the market's basics, like how the market operates, its liquidity, the number of active participants, and how transparent and fair the market is. These checks help ensure the Spot Commodity is suitable for the Authorised Person's regulated activities. A Spot Commodity, as defined by the FSRA, is a good sold for cash and delivered quickly, not a future contract, financial instrument, or intangible item. This definition helps the Regulator make sure only the right types of commodities are considered for acceptance, fitting the rules for Spot Commodity activities [#SRC:34ccda9d-76c5-45f3-af56-56834f25f068] and [#TGT:2a87b251-49cc-4d23-b88b-e73df61b7338].","REGULATORY REQUIREMENTS - SPOT COMMODITY ACTIVITIES Spot Commodities and Accepted Spot Commodities For clarification, the FSRA considers that a Spot Commodity is: a) a good sold for cash and promptly delivered when the transaction is settled; b) not a contract for the sale of a commodity under which delivery is to be made at a future date, other than the period generally accepted in the market for that Spot Commodity as the standard delivery period (it is therefore not considered a Future); c) not a Financial Instrument involving conventional assets (e.g., Securities or Derivatives); d) not a service or other items that are not goods, such as currencies or rights in real estate, or that are intangible; and e) an Environmental Instrument , where deemed by the Regulator to be a carbon offset for the purposes of section 258 of FSMR (see Rule COBS 22.2.2(d)).","For the purposes of determining whether in its opinion, a Spot Commodity meets the requirements of being an Accepted Spot Commodity, the Regulator will consider – (a) the Authorised Person’s requirements for, and standards used, in relation to responsible and sustainable sourcing, including adherence to internationally recognised certification standards, as applicable, to the relevant Spot Commodity (as set out in Rule 22.3); (b) the market fundamentals in respect of the relevant Spot Commodity’s market, including - (i) its market practice and characteristics; (ii) its liquidity, and depth and breadth of demand and supply; (iii) the number of active participants; (iv) market transparency; and (v) its fair and orderly operation; and (c) any other factors that, in the opinion of the Regulator, are to be taken into account in determining whether or not a Spot Commodity is appropriate for the purpose of the Authorised Person conducting a Regulated Activity in relation to a Spot Commodity.",SCHEMA,train,Basic,External,34ccda9d-76c5-45f3-af56-56834f25f068,2a87b251-49cc-4d23-b88b-e73df61b7338,34,3,Guidance - Regulation of Spot Commodities Activities in ADGM,23),CoBs,22.2.2
SCHEMA_000673,"When are Exempt Communications not seen as Offers of Securities, and what does this mean for needing a Prospectus?","Exempt Communications are not considered Offers of Securities, which means they do not need to follow the Prospectus rules. This is important because it shows which communications do not have to meet the usual requirements for Offers of Securities. An Offer of Securities is any communication that gives information about the offer and the securities, allowing an investor to decide to buy or subscribe. However, some communications, like those related to trading on a Recognised Investment Exchange or for regulatory reporting, are not seen as Offers of Securities. Because Exempt Communications are not considered Offers, they do not have to deal with the Prospectus requirements, making it easier for certain communications in the financial markets to proceed without extra regulatory steps as required [#TGT:35fa228f-ac9c-4d5f-82af-61d001921310] and permitted [#SRC:0b2b84b1-eea1-4dc0-a5b7-70b68bc88ad4].","For the purposes of section 59(c) of the FSMR, Exempt Communications are not Offers of Securities and therefore do not attract the Prospectus requirements in the FSMR and Rules.","General prohibitions and definitions. Definition of an Offer of Securities An Offer of Securities means a communication to any person in any form or by any means, presenting information on the terms of the Offer and the Securities offered, so as to enable an investor to decide to buy or subscribe to those Securities but excluding— (a) any communication in connection with the trading of Securities admitted to trading on a Recognised Investment Exchange; (b) any communication made for the purposes of complying with the on going reporting requirements of the Regulator or a Recognised Investment Exchange; or (c) any other communication prescribed in Rules as an exempt communication.",SCHEMA,dev,Basic,External,0b2b84b1-eea1-4dc0-a5b7-70b68bc88ad4,35fa228f-ac9c-4d5f-82af-61d001921310,11,17,MKT,4.2.Guidance,FSMR (Consolidated December 2023),Part 6.Chapter 1.59.
SCHEMA_000218,"When can the FSRA decide that tokens in an ICO are Digital Securities, and how does this fit with the Regulator's power to call investments Securities?","The FSRA can decide that tokens in an ICO are Digital Securities if they show traits of a Security. This decision is made on a case-by-case basis, and issuers should contact the FSRA early if they plan to launch an ICO in or from ADGM. This process is part of the FSRA's role in regulating ICOs under the FSMR. At the same time, the Regulator has the power to declare any investment, even if it's not normally a Security, as a Security through a written notice. This means the Regulator can apply or remove certain rules as needed. The FSRA's decision to classify tokens as Digital Securities works with the Regulator's broader power to make sure investments are properly regulated. This helps keep the market fair and protects investors. Both the FSRA and the Regulator can set terms and conditions they think are right, allowing them to adapt to different situations [#SRC:1a404f4c-02fd-4447-956b-f17bb7b004dc] and [#TGT:95497208-1e94-4b51-8ff3-d9e77f64177c].","Regulatory treatment of tokens deemed to be Securities. Whether an ICO is to be regulated under FSMR will be assessed by FSRA on a case-by-case basis. To this end, if the tokens in an ICO are assessed to exhibit the characteristics of a Security, FSRA may deem the tokens as a Security pursuant to Section 58(2)(b) of FSMR, hereinafter referred to as Digital Securities. Consequently, an issuer seeking to launch an ICO in or from ADGM should approach FSRA at the earliest opportunity.","Without limiting the generality of its powers, the Regulator may, by written notice— (a) exclude the application of any requirements; or (b) deem any investment which is not a Security to be a Security for the purposes of these Regulations and the Rules made under these Regulations; subject to such terms and conditions as it may consider appropriate.",SCHEMA,train,Basic,External,1a404f4c-02fd-4447-956b-f17bb7b004dc,95497208-1e94-4b51-8ff3-d9e77f64177c,29,17,Guidance - Digital Securities Offerings and Virtual  Assets under the Financial Services and Markets Regulations,3.3,FSMR (Consolidated December 2023),Part 6.Chapter 1.58.(2)
SCHEMA_000866,"How can a Reporting Entity make sure its Corporate Governance framework is good enough, given the Regulator's power to set rules?","To ensure its Corporate Governance framework is adequate, a Reporting Entity needs to follow the rules set by the Regulator. These rules are designed to help the entity manage itself wisely and in the best interest of its shareholders over the long term. The Regulator can specify principles and standards that the Reporting Entity must follow, which apply to its board of Directors, individual members, Controllers, employees, or other relevant people. The entity also needs to make sure it treats its shareholders fairly and has ways to handle conflicts of interest. By doing so, the Reporting Entity can meet the goals of the regulatory framework, as required by the Regulator's rules [#SRC:f3baa5a3-304f-41e2-b57d-97db937d12c1] and the procedures they establish [#TGT:d0183f42-1701-4885-9dcb-cb96c2d62d6d].","General. Section 73(2) of the FSMR provides that the Regulator is entitled to enact rules requiring a Reporting Entity to have a Corporate Governance framework which is adequate to promote prudent and sound management of the Reporting Entity in the long term interest of the Reporting Entity and its Shareholders. Accordingly, in providing its explanation in the annual report as noted in 2, a Reporting Entity should aim to illustrate how its actual practices achieve compliance with the outcomes intended by section 73 of the FSMR and the Principles, and thereby contribute to prudent and sound management of the Reporting Entity.","For the purposes of the requirement in subsection ‎(1), the Regulator may by Rules prescribe— (a) Corporate Governance principles and standards that apply to a Reporting Entity, including any requirements applicable to its board of Directors and individual members, Controllers, employees or any other person as appropriate; (b) requirements relating to fair treatment of Shareholders; and (c) provisions to address conflicts of interests.",SCHEMA,train,Basic,External,f3baa5a3-304f-41e2-b57d-97db937d12c1,d0183f42-1701-4885-9dcb-cb96c2d62d6d,11,17,MKT,APP 4.3.,FSMR (Consolidated December 2023),Part 6.Chapter 2.73.(2)
SCHEMA_000774,"How often must an Authorised Person send statements to Retail Clients about their Accepted Virtual Assets, and how does this compare to the frequency for other Safe Custody Assets?","An Authorised Person must send statements to Retail Clients about their Accepted Virtual Assets every month. This is more frequent than the requirement for other Safe Custody Assets, where statements must be sent at least every six months. This difference shows that virtual asset custodians have a stricter rule to follow, ensuring Retail Clients get more regular updates about their virtual asset holdings. This helps Retail Clients keep better track of their investments and ensures they are well-informed about their asset status. The regulatory rules are designed to make sure that Retail Clients receive timely and accurate information about their virtual assets, which is crucial for their financial decision-making [#SRC:0fb3a173-21f7-447a-9b86-6c07aede7c32] and [#TGT:c8d90cd9-2076-4aad-a6ae-6d57990ba0f8].","AUTHORISED PERSONS PROVIDING CUSTODY OF VIRTUAL ASSETS Safe Custody of Clients Virtual Assets Authorised Persons operating as Virtual Asset Custodians are required, with respect to the Accepted Virtual Assets they hold under custody for Clients, to: a) Send out statements of a Clients Accepted Virtual Assets holdings to Retail Clients at least monthly (as required under COBS Rule 15.8.1(a)); and b) Carry out all reconciliations of a Clients Accepted Virtual Asset holdings at least every week (as required under COBS Rule 15.9.1).",An Authorised Person which provides Custody or which otherwise holds or controls any Safe Custody Assets for a Client must send a regular statement to its Client: (a) if it is a Retail Client at least every six months; or (b) if it is a Professional Client at other intervals as agreed in writing with the Professional Client.,SCHEMA,train,Basic,External,0fb3a173-21f7-447a-9b86-6c07aede7c32,c8d90cd9-2076-4aad-a6ae-6d57990ba0f8,19,3,Guidance - Virtual Asset Activities in ADGM,153),CoBs,15.8.1
SCHEMA_000287,When must Ancillary Stabilisation be undertaken in relation to the Stabilisation Window for Relevant Securities admitted to a Recognised Investment Exchange?,"Ancillary Stabilisation must be undertaken in accordance with specific conditions, including the timing of the Stabilisation Window. This window begins on the date when Relevant Securities are admitted to trading on a Recognised Investment Exchange and concludes no later than thirty days after this date. During this period, Relevant Securities may be over allotted only during the subscription period and at the Offer price. Additionally, the exercise period of the Greenshoe Option must align with the Stabilisation Window, ensuring that all actions are conducted within the specified timeframe. These requirements ensure that the stabilisation activities are properly timed and disclosed, maintaining market integrity and transparency [#SRC:a4e4d44f-4fae-4648-880f-1450a2b98fc4] and [#TGT:21eb4260-16a2-4970-990b-21d85832e1c0].","Conditions for Ancillary Stabilisation Ancillary Stabilisation must be undertaken in accordance with Rule 6.2.8 and with the following: (1) Relevant Securities may be over allotted only during the subscription period and at the Offer price; (2) a position resulting from the exercise of an Overallotment Facility by a Reporting Entity which is not covered by the Greenshoe Option may not exceed 5% of the original Offer; (3) the Greenshoe Option may be exercised by the beneficiaries of such an option only where Relevant Securities have been over allotted; (4) the Greenshoe Option may not amount to more than 15% of the original Offer; (5) the exercise period of the Greenshoe Option must be the same as the Stabilisation Window required under Rule 6.2.8; and (6) the exercise of the Greenshoe Option must be disclosed to the public promptly, together with all appropriate details, including in particular the date of exercise and the number and nature of Relevant Securities involved.",Time-related conditions for Price Stabilisation The period covered by the Stabilisation Window is the period beginning on the date of admission to trading of Relevant Securities on a Recognised Investment Exchange and ending no later than thirty (30) days thereafter.,SCHEMA,train,Professional,Internal,a4e4d44f-4fae-4648-880f-1450a2b98fc4,21eb4260-16a2-4970-990b-21d85832e1c0,11,11,MKT,6.2.12,MKT,6.2.8
